dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
BGL,0.6,ground-truth,35,0.7745966692414834,0.77,E50,1,64,2177,2240,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,data address: <*>
BGL,0.6,ground-truth,36,0.7745966692414834,0.77,E104,1,64,2241,2304,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,program interrupt: trap instruction.........<*>
BGL,0.6,ground-truth,37,0.7745966692414834,0.77,E61,1,64,2305,2368,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,exception syndrome register: <*>
BGL,0.6,ground-truth,38,0.7745966692414834,0.77,E67,1,64,2369,2432,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,generating core.<*>
BGL,0.6,ground-truth,39,0.7745966692414834,0.77,E33,1,64,2433,2496,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>
BGL,0.6,ground-truth,40,0.7745966692414834,0.77,E20,1,64,2497,2560,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>
BGL,0.6,ground-truth,41,0.7745966692414834,0.77,E71,1,64,2561,2624,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,icache prefetch depth....................<*>
BGL,0.6,ground-truth,42,0.7745966692414834,0.77,E10,1,64,2625,2688,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
BGL,0.6,ground-truth,43,0.7745966692414834,0.77,E95,1,64,2689,2752,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,6,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
BGL,0.6,ground-truth,44,0.7745966692414834,0.77,E24,1,64,2753,2816,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,ciod: Error creating node map from file <*>: Permission denied
BGL,0.6,ground-truth,45,0.7745966692414834,0.77,E57,1,64,2817,2880,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,debug interrupt enable............<*>
BGL,0.6,ground-truth,46,0.7745966692414834,0.77,E6,1,64,2881,2944,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds
BGL,0.6,ground-truth,47,0.7745966692414834,0.77,E15,1,64,2945,3008,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,auxiliary processor.........................<*>
BGL,0.6,ground-truth,48,0.7745966692414834,0.77,E102,1,64,3009,3072,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,program interrupt: imprecise exception......<*>
BGL,0.6,ground-truth,49,0.7745966692414834,0.77,E106,1,64,3073,3136,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,r24=<*> r25=<*> r26=<*> r27=<*>
BGL,0.6,ground-truth,50,0.7745966692414834,0.77,E82,1,64,3137,3200,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>)
BGL,0.6,ground-truth,51,0.7745966692414834,0.77,E5,1,64,3201,3264,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected
BGL,0.6,ground-truth,52,0.7745966692414834,0.77,E11,1,64,3265,3328,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
BGL,0.6,ground-truth,53,0.7745966692414834,0.77,E120,1,64,3329,3392,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,wait state enable.................<*>
BGL,0.6,ground-truth,54,0.7745966692414834,0.77,E9,1,64,3393,3456,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
BGL,0.6,ground-truth,55,0.7745966692414834,0.77,E39,1,64,3457,3520,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,ciod: Missing or invalid fields on line <*> of node map file <*>
BGL,0.6,ground-truth,56,0.7745966692414834,0.77,E64,1,64,3521,3584,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,force load/store alignment...............<*>
BGL,0.6,ground-truth,57,0.7745966692414834,0.77,E31,1,64,3585,3648,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out"
BGL,0.6,ground-truth,58,0.7745966692414834,0.77,E88,1,64,3649,3712,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>
BGL,0.6,ground-truth,59,0.7745966692414834,0.77,E80,1,64,3713,3776,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Lustre mount FAILED : <*> : block_id : location
BGL,0.6,ground-truth,60,0.7745966692414834,0.77,E45,1,64,3777,3840,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire
BGL,0.6,ground-truth,61,0.7745966692414834,0.77,E75,1,64,3841,3904,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,instruction address space.........<*>
BGL,0.6,ground-truth,62,0.7745966692414834,0.77,E32,1,64,3905,3968,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed"
BGL,0.6,ground-truth,63,0.7745966692414834,0.77,E111,1,64,3969,4032,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,rts: kernel terminated for reason <*>
BGL,0.6,ground-truth,64,0.7745966692414834,0.77,E118,1,64,4033,4096,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,total of <*> ddr error(s) detected and corrected
BGL,0.6,ground-truth,65,0.7745966692414834,0.77,E3,1,64,4097,4160,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,<*> double-hummer alignment exceptions
BGL,0.6,ground-truth,66,0.7745966692414834,0.77,E19,1,64,4161,4224,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>
BGL,0.6,ground-truth,67,0.7745966692414834,0.77,E93,1,64,4225,4288,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>"
BGL,0.6,ground-truth,68,0.7745966692414834,0.77,E7,1,64,4289,4352,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
BGL,0.6,ground-truth,69,0.7745966692414834,0.77,E48,1,64,4353,4416,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,critical input interrupt enable...<*>
BGL,0.6,ground-truth,70,0.7745966692414834,0.77,E53,1,64,4417,4480,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,data store interrupt caused by dcbf.........<*>
